# batch	chunk	seq	speaker	category	source	OLD_target	NEW_target	reason	ctx_before	ctx_after
batch_1.tsv	dialogue_0005.tsv	1679	char_pro	其他	It's amazing what some of these people get up to.\nThe most innocent people could be involved in awful things.\nSee — I can beat blackmail — but these people can't.	这些人干出的事真是令人惊叹。\n最看上去无辜的人也可能牵扯进可怕的事情里。\n你看——我能扛住勒索——但这些人不能。	这些人干出的事真是令人惊叹。\n看上去最无辜的人也可能牵扯进可怕的事情里。\n你看——我能扛住勒索——但这些人不能。	“最看上去无辜”语序错误。	[旁白] He turns back to the mailboxes, and raids them once again.{w}\nI guess | 他转回信箱，再次大肆搜刮。{w}\n我想他以为没关系，因为我是他的同伴之一。{w}\n当他“借阅”私人信息时，脸上浮现出大大的笑容。	[char_pro] It's a good way to line The Rebellion's coffers.\nSo later today, I'm  | 这是充实反抗军金库的好办法。\n所以今天晚些时候，我要去拜访这家伙。
batch_1.tsv	dialogue_0005.tsv	1715	旁白	误译	He motions to the bartender, and a few moments later, I'm given a glass.{w}\nUlric watches me with a smirk as I take a large swig, and swallow it down.{w}\nIt tastes like nothing. Practically water. Weak was actually an understatement.	他朝酒保示意，片刻之后，我面前多了一杯酒。{w}\n我大口喝下、咽下去时，乌尔里克带着坏笑看着我。{w}\n这酒尝起来什么味道都没有，简直是水。说它不烈都算是高估了。	他朝酒保示意，片刻之后，我面前多了一杯酒。{w}\n我大口喝下、咽下去时，乌尔里克带着坏笑看着我。{w}\n这酒尝起来什么味道都没有，简直是水。说它寡淡都算抬举了。	weak was an understatement意为比“寡淡”还更淡。	[char_ulric] I guess we'll have to work our way up.\nDon't worry, you'll get to my  | 看来我们得一步步往上爬了。\n别担心，你很快就会达到我的水平。	[char_ulric] Wish you went for the stronger one?\nTrust me, I started out the same  | 后悔没选更烈的那个吧？\n相信我，我一开始也是这样。\n有时候，你就得一头扎进去。
batch_1.tsv	dialogue_0005.tsv	1908	旁白	语气	Damek places the paper face down, and quickly grabs the other one.{w}\nHe shows no expression, wearing the perfect poker face.{w}\nTurning the paper around, it's time to see the other half.	达梅克把纸扣下，迅速拿起另一张。{w}\n他面无表情，摆出一副完美的扑克脸。{w}\n把纸翻过来，该看另一半了。	达梅克把纸扣下，迅速拿起另一张。{w}\n他面无表情，完全不动声色。{w}\n把纸翻过来，该看另一半了。	poker face是现代牌桌借喻，改为自然中文。	[旁白] In exchange, he can offer the ships and crew of those who side with hi | 作为交换，他能提供站在他这边那些人的船只和船员。{w}\n这约占马泽奥海盗总数的百分之三十五。{w}\n他无法保证娜达的追随者会对这一变动作	[旁白] It's Nada's offer. | 是娜达的条件。
batch_1.tsv	dialogue_0005.tsv	1917	旁白	语气	In response to Gryz's order, they both step forward.{w}\nThis whole thing seemed incredibly well thought out.{w}\nThere was no room for error in any possible way.	听到格瑞兹的命令，两人都上前一步。{w}\n这整套流程考虑得极其周密。{w}\n任何环节都没有出错的余地。	听到格瑞兹的命令，两人都上前一步。{w}\n这整套安排考虑得极其周密。{w}\n任何环节都没有出错的余地。	“流程”偏现代职场用语，改为“安排”。	[char_jit_map072_1_0_110] Indeed, we can move on to phase two.\nAlex and Nada, it's your turn to | 确实，我们可以进入第二阶段了。\n亚历克斯、娜达，轮到你们上前了。\n你们口头陈述的条件必须与文件一致。	[char_jit_map072_1_0_231] My demands are quite simple, actually.\nAll pirates will have their cr | 我的条件其实很简单。\n所有海盗的犯罪记录都将被抹去。\n此外，对马泽奥的贸易禁令将被解除。
batch_2.tsv	dialogue_0006.tsv	2011	char_damek	误译	Yeah. They were created by The Blade of Exodus.\nThe spirits inside are victims of their vicious occupation.	是啊。他们是被放逐之刃创造出来的。\n里面的灵是他们那场残暴占领的受害者。	是啊。他们是被放逐之刃创造出来的。\n里面的灵是那场残暴占领的受害者。	“他们那场占领”会把受害者误指成占领者，原文指的是占领的受害者。	[char_valessa] Spirits...? | 灵……？	[char_valessa] Right. Then it's just like [firstname] said.\nWait — victims of The Oc | 对。那就跟[firstname]说的一样。\n等等——占领的受害者……？
batch_2.tsv	dialogue_0006.tsv	2067	char_damek	术语	Salus was the master strategist. I just worked under him.\nThey say I fill his shoes quite well, but I don't think that's true.\nI think they need something to believe in. They need hope.	萨卢斯才是真正的战略大师。我只是在他手下做事。\n他们说我很好地接替了他，但我不这么认为。\n我觉得他们需要一个可以信仰的东西。他们需要希望。	萨鲁斯才是真正的战略大师。我只是在他手下做事。\n他们说我很好地接替了他，但我不这么认为。\n我觉得他们需要一个可以信仰的东西。他们需要希望。	Salus 全篇统一译作“萨鲁斯”，此处“萨卢斯”不一致。	[char_damek] Everybody expects me to lead us to victory.\nThey call me a master str | 所有人都指望我带领大家走向胜利。\n他们称我为战略大师，对我赞不绝口。\n但说到底，我只是在追随{i}他{/i}的脚步。	[char_damek] They pushed that need for hope onto me, and I {i}became{/i} that hope. | 他们把对希望的渴求强加到我身上，而我{i}成为{/i}了那份希望。\n说实话，我觉得自己更像一个象征，而不是别的什么。\n我敢肯定你明白我的
batch_2.tsv	dialogue_0006.tsv	2096	char_damek	误译	I know, right?\nI thought the same thing.\nIt's incredible that they made this.	我也这么想，对吧？\n我当初也是同样的感受。\n他们能造出这个，真是太不可思议了。	可不是嘛？\n我当初也是同样的感受。\n他们能造出这个，真是太不可思议了。	“I know, right?”表示附和，不是“我也这么想，对吧？”的疑问。	[char_damek] Well, what do you think?\nThis is it — this is our home. | 那么，你觉得怎么样？\n就是这里了——这就是我们的家。	[char_damek] What? That's not—\nYou know what I meant, [firstname]! | 什么？那不是——\n你知道我是什么意思，[firstname]！
batch_2.tsv	dialogue_0006.tsv	2318	char_jit_map124_30_1_17	标点	Then maybe we'll find out soon.\nWhatever knowledge they have in there? We deserve to know.\nI'm sure Damek will open its doors to everybody after the war.	那也许我们很快就能知道了。\n不管那里藏着什么知识？我们都该有权知道。\n我相信战争结束后，达梅克会把它的大门向所有人敞开。	那也许我们很快就能知道了。\n不管那里藏着什么知识，我们都该有权知道。\n我相信战争结束后，达梅克会把它的大门向所有人敞开。	“不管”引导的是从句，不能在这里使用问号。	[char_valessa] That's the end goal, yeah. | 那是最终目标，没错。	[char_fortaime] Who do you side with, Lillith? | 你站在谁那边，莉莉丝？
batch_2.tsv	dialogue_0007.tsv	2520	char_pro	语气	It's not your job to control everything!\nYou need to get that through your thick skull!	控制一切不是你的职责！\n你得把这一点刻进你那顽固的脑子里！	用不着你什么都管！\n你得把这一点刻进你那顽固的脑子里！	普洛说话直接粗俗，不应使用“不是你的职责”这种书面职场口吻。	[char_ulric] I had everything under control. | 我本来把一切都控制住了。	[char_ulric] You're going to regret this. | 你会后悔的。
batch_2.tsv	dialogue_0007.tsv	2569	char_damek	误译	Now you're just putting words in my mouth.\nThe only person I'd tell is [firstname]. 	你这是在替我说话。\n我唯一会告诉的人就是[firstname]。	你这是在曲解我的意思。\n我唯一会告诉的人就是[firstname]。	put words in my mouth 指曲解或强加说法，不是“替我说话”。	[char_pro] What an interesting way to tell me that you side with Ulric.\nSometime | 用这种方式告诉我你站在乌尔里克那边，真有意思。\n有时候{i}不{/i}说什么，就足以让我明白一切。	[char_pro] Interesting. | 有意思。
batch_2.tsv	dialogue_0007.tsv	2674	char_damek	其他	So try not to get {i}too{/i} comfortable, alright?\nThis is just where you'll stay in the meantime.\nI wouldn't want Shane to think I forgot about him.	所以别太{i}过{/i}安顿下来，好吗？\n这只是你暂时的住处。\n我不想让肖恩以为我忘了他。	所以别在这里住得{i}太{/i}自在，好吗？\n这只是你暂时的住处。\n我不想让肖恩以为我忘了他。	“太过安顿下来”搭配错误，原意是别把这里当成自己的家。	[char_damek] This room belonged to Shane. He was dear to me.\nI sent him on a dange | 这个房间原本属于肖恩。他对我很重要。\n我派他去三人执政团的城堡执行一项危险任务。\n他已经离开有一阵子了，但我知道他会回来的。我能感觉到。	[旁白] I nod. That makes perfect sense.{w}\nBut I wonder why he was inspectin | 我点点头。这完全说得通。{w}\n但我不明白他为什么要查看那个架子。{w}\n他空手而止，说明没找到想要的东西。
batch_2.tsv	dialogue_0007.tsv	2705	char_sovy	误译	You could've fooled me, [firstname].\nI've seen nothing but a capable ruler in you.\nIt's an honor to serve. This world is in good hands.	你可骗过我了，[firstname]。\n我在你身上只看到一个有能力的统治者。\n能为你效力是我的荣幸。这个世界交到了可靠的人手里。	我可真没看出来，[firstname]。\n我在你身上只看到一个有能力的统治者。\n能为你效力是我的荣幸。这个世界交到了可靠的人手里。	“You could've fooled me”是“我真没看出来”，不是“你可骗过我了”。	[char_sovy] Well I guess it worked. I mean, look where we are.\nIf Ulric can redee | 好吧，我想它奏效了。我是说，看看我们现在。\n如果乌尔里克能自我救赎，那我当然也能。\n他做过的事比我恶劣得多。可看看他现在的样子。	[char_sovy] I assume that most people will find themselves lost at one point in th | 我猜大多数人一生中都会有迷茫的时候。\n可怕的是——如果它还没发生——它随时都可能来临。\n我太愚蠢了，以为巴尔泰乌斯的任何人都能给我指引方
batch_2.tsv	dialogue_0007.tsv	2717	char_sovy	误译	That's more than I can say about everybody else I know.\nIn fact — I don't think I've ever gotten a gift before — from anybody.\nNot even my Father, who these pens reminded me of in the first place.	我认识的其他人都没让我这么说过。\n事实上——我想我从前从没收到过礼物——从任何人那里。\n连我父亲都没有，而这些笔最先让我想起的正是他。	我认识的其他人都做不到这一点。\n事实上——我想我从前从没收到过礼物——从任何人那里。\n连我父亲都没有，而这些笔最先让我想起的正是他。	原句表达的是“别人都没这样把我当朋友”，不是“没让我这么说过”。	[char_sovy] I don't really know what to say.\nSo I guess I'll take that as a sign  | 我真不知道该说什么。\n所以我想，这大概是个该闭嘴的信号。\n谢谢你把我当朋友。真心感谢。	[旁白] He scoffs, and looks down at them once more. | 他嗤笑一声，又低头看了看它们。
